player_id,role,fname,lname,name,mapped_role,position,f_pos
c686bb6b,Unknown,Leland,Hone,Leland Hone,,,
faacd6f1,Unknown,Alfred,Scott,Alfred Homer Patrick Scott,,,
57c95c3c,Bowler,Luis,Rodrigues,Luis Henrique Rodrigues,Bowler,,Bowler
c10747c3,Bowling allrounder,Imran,Arif,Imran Arif,Allrounder,,Allrounder
c3604d71,Unknown,Tana,Davit,Tana Davit,,,Allrounder
f80d79af,Unknown,LH,Heaps,LH Heaps,,,Allrounder
f1ee7093,Unknown,Imran,Arif,Imran Arif,,Allrounder,Allrounder
f0af5018,Unknown,Tanmoy,Roy,Tanmoy Roy,,,
9f97c98d,Unknown,Ahram,Jeong,Ahram Jeong,,,Allrounder
c5d7b5d8,Unknown,Leon,Hyde,Leon Hyde,,,Allrounder
42151725,Bowling allrounder,Gareth,Berg,Gareth Kyle Berg,Allrounder,,Allrounder
e14bab94,Unknown,Anvy,Vimal,Anvy Vimal,,,
69be866a,Bowler,Anureet,Singh,Kathuria Anureet Singh,Bowler,,Bowler
54719239,Bowler,Georgia,Davis,Georgia Katie Davis,Bowler,,Bowler
add6bd03,Unknown,Georgia,Atkinson,Georgia Kate Atkinson,,Bowler,Bowler
94564323,Unknown,Glen,Bruk-Jackson,Glen Keith Bruk-Jackson,,,
89187d8b,Unknown,Vanessa,Thari,Vanessa Thari Thari,,,Allrounder
6fa18157,Unknown,Laurence,Matroos,Laurence Harvey Matroos,,,
5bbb4ec5,Unknown,Ahsan,Bhatti,Ahsan Bhatti,,Batsman,Batter
8654f432,Unknown,Lord,Tennyson,Lionel Hallam Tennyson,,,
de6c37a6,Bowler,Gary,Keedy,Gary Keedy,Bowler,,Bowler
6d24561a,Unknown,Anwar,Arudin,Mohammad Anwar Arudin,,Batsman,Batter
4457365c,Unknown,Tanveer,Sikandar,Tanveer Sikandar,,,Allrounder
82d8aa2e,Bowler,Imran,Awan,Imran Pervaiz Awan,Bowler,,Bowler
992979fa,Unknown,GK,Diviya,GK Diviya,,,Allrounder
4c69075d,Unknown,Leonard,Hutton,Leonard Hutton,,,
dc2abe5e,Top-order batter,Ahsan,Ali,Ahsan Ali,Batter,,Batter
2795b0f6,Unknown,Tanveer,Ul-Haq,Tanveer Mashart Ul-Haq,,Bowler,Bowler
7d04a802,Unknown,Tanveer,Iqbal,Tanveer Iqbal,,Bowler,Bowler
8ea1f4c4,Unknown,Luise,Holmgaard,Luise Holmgaard,,,Allrounder
4c72b407,Unknown,Ahsan,Khan,Ahsan Khan,,Allrounder,Allrounder
ea2df1f1,Unknown,Tanvir,Ahmed,Tanvir Ahmed,,,
21fde4d1,Unknown,Amit,Passi,Amit Hariram Passi,,Wicketkeeper,Wicketkeeper
cc3fb3b3,Unknown,Imran,Butt,Imran Masood Butt ,,Batsman,Batter
aa467af0,Bowler,Tanvir,Islam,Tanvir Islam,Bowler,,Bowler
5d02a793,Bowler,Anwar,Monir,Mohammad Anwar Hossain,Bowler,,Bowler
195aa28e,Unknown,Tyler,Lortan,Tyler Michael Lortan,,Batsman,Batter
6464a804,Unknown,Imran,Bulbulia,Mohammed Imran Bulbulia,,,Allrounder
93f104b4,Bowler,Tanvir,Ahmed,Tanvir Ahmed,Bowler,,Bowler
2d1b6dee,Unknown,Gakul,Ghalley,Gakul Kumar Ghalley,,,Allrounder
133bc378,Unknown,George,Glover,George Keyworth Glover,,,
4b6cc6c2,Unknown,Licha,Tehi,Licha Tehi,,,Allrounder
574b4c01,Bowling allrounder,Graham,Kennedy,Graham Kennedy,Allrounder,,Allrounder
27339093,Unknown,Lavendah,Idambo,Lavendah Idambo,,,Allrounder
7b98217f,Unknown,Thandolwenkosi,Mlilo,Thandolwenkosi Mlilo,,,Allrounder
cce2bcb2,Bowler,Vikas,Tokas,Vikas Tokas,Bowler,,Bowler
877ab296,Unknown,Ahsan,Haq,Ahsan ul Haq,,Batsman,Batter
28adcce9,Unknown,Anwar,Rahman,Muhammad Anwar A Rahman,,Bowler,Bowler
5f5ca1a7,Allrounder,Tanwir,Afzal,Tanwir Afzal,Allrounder,,Allrounder
4f21dc48,Unknown,Ahsan,Abbasi,Ahsan Ali Abbasi,,Batsman,Batter
571f11e4,Bowler,Tanveer,Ahmed,Tanveer Ahmed,Bowler,,Bowler
0388d3bd,Unknown,Gary,King,Gary King,,,Allrounder
5493ad5c,Unknown,Tanzeel,Sheikh,Tanzeel Sheikh,,,Allrounder
289a1cf1,Unknown,Lucia,Iglesias,Lucia Iglesias,,,
96503059,Bowler,Ahsan,Malik,Malik Ahsan Ahmad Jamil,Bowler,,Bowler
eb2d5fe7,Bowler,Anwar,Ali,Anwar Ali,Bowler,,Bowler
4a485b39,Unknown,Anwar,Hussain,Anwar Hussain Khokhar,,,
6be7b49d,Allrounder,Luke,Georgeson,Luke Ian Georgeson,Allrounder,,Allrounder
e0e5b209,Unknown,Ahsan,Raza,Ahsan Raza,,Bowler,Bowler
8a6602c4,Unknown,Imran,Azam,Imran Azam,,,Allrounder
1030e0f7,Unknown,Anwar,Khan,Anwar Khan,,,
480ed517,Top-order batter,Imran,Farhat,Imran Farhat,Batter,,Batter
7d914fa0,Unknown,Anwar,Hossain,Mohammad Anwar Hossain,,Allrounder,Allrounder
86229495,Allrounder,Ahsan,Hafeez,Ahsan Hafeez Bhatti,Allrounder,,Allrounder
2eee6ca6,Unknown,Ahsan,Yousuf,Ahsan Yousuf,,Allrounder,Allrounder
41fa09b3,Unknown,Vishal,Tripathi,Vishal Tripathi,,,
1b8242f2,Unknown,Imran,Haider,Imran Haider,,Bowler,Bowler
ad48eb56,Opening batter,Gary,Kirsten,Gary Kirsten,Batter,,Batter
a216a585,Unknown,Imran,Ismail,Imran Ismail Mohammad Ikheriya,,,Allrounder
80fe764d,Opening batter,Tanzid,Hasan,Tanzid Hasan Tamim,Batter,,Batter
fe7ba5cf,Unknown,Li,Haoye,Li Haoye,,,Allrounder
e10b10cf,Unknown,Liaqat,Ali,Liaqat Ali Khan,,,
1c074e93,Unknown,Abahle,Nyirenda,Abahle Nyirenda,,,Allrounder
7b663212,Unknown,Imran,Janat,Imran Janat,,Batsman,Batter
5893ce9d,Unknown,Li,Jian,Li Jian,,,Allrounder
9a1405c8,Unknown,Imran,Javed,Imran Javed,,,
3e84a803,Unknown,Gulhatun,Keles,Gulhatun Keles,,,Allrounder
e040d91e,Unknown,Gogumal,Kishenchand,Gogumal Kishenchand Harisinghani,,,
72683b68,Top-order batter,Imran,Butt,Imran Butt,Batter,,Batter
13cae915,Unknown,Antony,Fleming,Antony Orlando Frank Le Fleming,,,
c962d3a5,Unknown,Robert,McKinley,George Kenneth Robert McKinley,,,Allrounder
2febebb4,Unknown,Lily,Biswas,Lily Rani Biswas,,,Allrounder
5d2031f0,Unknown,Annemijn,Thomson,Annemijn Hedwig Thomson,,Allrounder,Allrounder
b9aa2b6e,Unknown,Tapan,Sharma,Tapan Sharma,,,
3463ae3b,Unknown,Arthur,Jones,Arthur Owen Jones,,,
ccc12fa6,Unknown,Andre,Olivier,Andre Olivier,,,
61f0b394,Unknown,Gary,Robertson,Gary Keith Robertson,,,
0a7f49f5,Unknown,Alec,Hurwood,Alexander Hurwood,,,
b8eddbdb,Unknown,Imran,Khalid,Imran Khalid,,Bowler,Bowler
034d3c52,Unknown,Agustin,Husain,Agustin Husain,,,Allrounder
abba64cd,Unknown,Agatha,Obulor,Agatha Obulor,,,Allrounder
8a9320a1,Unknown,Theodore,Macalou,Theodore Mody Macalou,,,Allrounder
0226b73a,Bowler,Imran,Haider,Imran Haider,Bowler,,Bowler
d3611425,Bowler,Lukman,Meriwala,Lukman Iqbal Meriwala,Bowler,,Bowler
f6882b74,Unknown,Andrew,Hutchinson,Andrew Hutchinson,,,Allrounder
f04a30e2,Middle-order batter,Ashok,Malhotra,Ashok Omprakash Malhotra,Batter,,Batter
24dd1b81,Batting allrounder,Owen,Morgan,Alan Owen Morgan,Allrounder,,Allrounder
0b0cc297,Bowler,Tanzim,Sakib,Tanzim Hasan Sakib,Bowler,,Bowler
195fb6db,Bowler,Imran,Khan,Imran Khan,Bowler,,Bowler
72918338,Batter,Aneurin,Donald,Aneurin Henry Thomas Donald,Batter,,Batter
ae19375d,Unknown,Tur,Sumya,Tur Erdene Sumiya,,,Allrounder
f606177e,Allrounder,Geetika,Kodali,Geetika Kodali,Allrounder,,Allrounder
5b77e287,Unknown,Gayatri,Gole,Gayatri Kamal S Gole,,Bowler,Bowler
5689aae9,Unknown,Victor,Trumper,Victor Thomas Trumper,,,
a7b67d5d,Unknown,Lourenco,Salomone,Lourenco Isaias Salomone,,,Allrounder
bd1c44b6,Unknown,Thirumalai,Sekar,Thirumalai Ananthanpillai Sekar,,,
f211a4c1,Unknown,Taposh,Ghosh,Taposh Ghosh,,,Allrounder
4ea120aa,Unknown,Gurvinder,Singh,Gurvinder Singh,,Bowler,Bowler
0404d43c,Wicketkeeper batter,Litton,Das,Litton Kumer Das,Wicketkeeper,,Wicketkeeper
e8fa03ed,Wicketkeeper batter,Amy,Hunter,Amy Hunter,Wicketkeeper,,Wicketkeeper
862c0b16,Unknown,Aidan,Seaver,Aidan Seaver,,,
d423f390,Unknown,Teshani,Araliya,Teshani Araliya,,,Allrounder
3b16788a,Wicketkeeper batter,Tarang,Gohel,Tarang Gohel,Wicketkeeper,,Wicketkeeper
bb1819fa,Bowler,Tapash,Baisya,Tapash Kumar Baisya,Bowler,,Bowler
2b0f2af3,Bowler,Imran,Khan,Mohammad Imran Khan,Bowler,,Bowler
279f075e,Unknown,Liu,Xiaonan,Liu Xiaonan,,,Wicketkeeper
7c6293d1,Bowler,Adam,Orfila,Adam Orfila,Bowler,,Bowler
9414a81c,Allrounder,Aditiba,Chudasama,Aditiba Indrajitsinh Chudasama,Allrounder,,Allrounder
2cc557f8,Unknown,Mohammad,Khan,Mohammad Imran Khan,,Bowler,Bowler
ec483176,Unknown,Taranjeet,Singh,Taranjeet Singh,,Batsman,Batter
a0a32dd1,Unknown,Imran,Khan,Imran Khan,,,Allrounder
bb225778,Unknown,Gladson,Kandela,Gladson Kandela,,,Allrounder
4c263f1c,Unknown,Tarani,Sa,Tarani Sa,,Bowler,Bowler
1a9a6b15,Unknown,Likitha,Yadav,Likitha Yadav,,,Allrounder
bc9425fc,Unknown,Lim,Jeongwook,Lim Jeongwook,,,Allrounder
375322d1,Batter,Alex,Osei,Alex Osei,Batter,,Wicketkeeper
6b972db7,Bowler,Tayyab,Abbas,Syed Mohammad Tayyab Abbas,Bowler,,Bowler
da3b91fd,Unknown,Imran,Khan,Imran Khan,,,Allrounder
409f736d,Unknown,Giacomo,Lamplough,Giacomo Luigi Buonocore Lamplough,,,Allrounder
595f565e,Bowler,Tetelo,Maphaka,Tetelo Mahlatse Maphaka,Bowler,,Bowler
8e75f2c7,Wicketkeeper batter,Abigail,Igbobie,Abigail Igbobie,Wicketkeeper,,Wicketkeeper
88aa3db2,Bowler,Tony,Dodemaide,Anthony Ian Christopher Dodemaide,Bowler,,Bowler
b15eaf77,Allrounder,Tony,Suji,Otieno Suji Ondik,Allrounder,,Allrounder
ca5acfa4,Allrounder,Tahlia,McGrath,Tahlia May McGrath,Allrounder,,Allrounder
2a731841,Unknown,Tareq,Aziz,Mohammad Tareq Aziz Khan,,,Allrounder
985b649e,Unknown,Taranjit,Singh,Taranjit Singh,,Allrounder,Allrounder
36ffe914,Unknown,Anne,Ostergaard,Anne Ostergaard,,,Allrounder
7b1f2542,Top-order batter,Georgia,Adams,Georgia Louise Adams,Batter,,Batter
c558317d,Middle-order batter,David,Hookes,David William Hookes,Batter,,Batter
be4cefab,Wicketkeeper batter,Chris,Read,Christopher Mark Wells Read,Wicketkeeper,,Wicketkeeper
6c750dbc,Unknown,Andrew,Gait,Andrew Ian Gait,,,
13d4fba2,Top-order batter,Liyan,Khan,Liyan Khan,Batter,,Batter
b5a62769,Allrounder,Rajab,Hussain,Rajab Hussain,Allrounder,,Allrounder
b478bce3,Unknown,Salim,Shahed,Salim Shahed,,,
a94c2947,Unknown,Nasibu,Mapunda,Nasibu Kelvin Mapunda,,,Wicketkeeper
e565ceb7,Wicketkeeper batter,Lorna,Jack-Brown,Lorna Jack-Brown,Wicketkeeper,,Wicketkeeper
968fbbed,Unknown,Lalith,Kaluperuma,Lalith Wasantha Silva Kaluperuma,,,
f1404401,Unknown,Dave,Houpapa,David Wiremu Houpapa,,,
106135f5,Unknown,Ruchitha,Venkatesh,Ruchitha Venkatesh,,,Allrounder
8b646bc8,Unknown,Imran,Moakan,Imran Moakan,,,
008589a4,Bowler,Craig,Wright,Craig McIntyre Wright,Bowler,,Bowler
b3806cca,Unknown,'Young,Hearne,John William Hearne,,,
158066a2,Allrounder,Imran,Khan,Imran Khan Niazi,Allrounder,,Allrounder
7934d6fb,Unknown,Hemantha,Boteju,Jayawardene Welathanthrige Hemantha Devapriya Boteju,,,
58822938,Unknown,James,Tomlinson,James Andrew Tomlinson,,,Allrounder
8ede9c35,Unknown,Naomi,Matthews,Naomi Matthews,,Allrounder,Allrounder
fe93fd9d,Allrounder,Ravindra,Jadeja,Ravindrasinh Anirudhsinh Jadeja,Allrounder,,Allrounder
66ea7420,Unknown,G,Lalbiakvela,G Lalbiakvela,,,Allrounder
4833efb4,Unknown,Nabil,Master,Mohmed Nabil Master,,,Allrounder
e734d090,Batting allrounder,Colin,Ackermann,Colin Niel Ackermann,Allrounder,,Allrounder
38d1def2,Bowler,Raja,Farzan,Raja Farzan Khan,Bowler,,Bowler
fa23405f,Unknown,Lachlan,Yamamoto-Lake,Lachlan Yamamoto-Lake,,,Allrounder
3086f7a4,Allrounder,Mohammad,Nawaz,Mohammad Nawaz,Allrounder,,Allrounder
aa8d28ae,Allrounder,David,Wiese,David Wiese,Allrounder,,Allrounder
eec19416,Unknown,Mohammad,Nazir,Mohammad Nazir,,,
fd1041d2,Unknown,Rudolph,Fox,Rudolph Fox,,,
d45e827b,Unknown,Lois,Wilkinson,Lois Isla Wikinson,,,Allrounder
ae979cdb,Unknown,Sadisha,Elizee,Sadisha Elizee,,,
ce5030d8,Unknown,Sofie,Elmesioo,Sofie Elmesioo,,,Allrounder
cdd875d9,Bowler,John,Turner,John Andrew Turner,Bowler,,Bowler
a665d456,Unknown,Li,Yingying,Li Yingying,,,Allrounder
f898a2c6,Unknown,Veronica,Vasquez,Veronica Vasquez,,,Allrounder
2085c2f4,Unknown,Carol,Namugenyi,Carol Namugenyi,,,Allrounder
621836c0,Unknown,Jo,White,Joanna White,,,Allrounder
38bcb54d,Wicketkeeper batter,Gerard,Brophy,Gerard Louis Brophy,Wicketkeeper,,Wicketkeeper
d0206551,Wicketkeeper batter,David,Williams,David Williams,Wicketkeeper,,Wicketkeeper
46c9b2bc,Unknown,Wykes-Templeman,Wykes-Templeman,Lydia Wykes-Templeman,,,Allrounder
38c276e1,Bowler,Nathan,McAndrew,Nathan John McAndrew,Bowler,,Bowler
0b960e01,Top-order batter,Jatin,Saxena,Jatin Sahay Saxena,Batter,,Batter
2cd4271e,Unknown,Jatin,Wadhwan,Jatin Satish Wadhwan,,,Allrounder
0aaa8310,Unknown,Mohammad,Nasim,Mohammad Nasim,,,
4861d29b,Bowler,Mohammad,Naveed,Mohammad Naveed,Bowler,,Bowler
cd474693,Bowler,Rajan,Kumar,Rajan Kumar,Bowler,,Bowler
7ff3fcaa,Allrounder,Mohammad,Rafique,Mohammad Rafique,Allrounder,,Allrounder
0e759963,Unknown,Don,Wilson,Donald Wilson,,,
8a58f203,Bowler,Rushil,Ugarkar,Rushil Jayraj Ugarkar,Bowler,,Bowler
a14bd403,Unknown,John,Holder,John Wakefield Holder,,,
21c16c01,Unknown,Shaun,Els,Shaun Els,,,
b9228ad0,Unknown,Rajashekhar,Harikant,Rajashekhar Surendra Harikant,,Wicketkeeper,Wicketkeeper
a994e18f,Allrounder,Loch,Srey,Ly Loch Srey,Allrounder,,Allrounder
84682045,Unknown,Rudy,Ismandy,Rudy Ismandy Mansoor,,,
511e02e2,Unknown,Lobzang,Yonten,Lobzang Yonten,,,Allrounder
1fd78bc5,Unknown,Bill,Hitch,John William Hitch,,,
7805af0f,Allrounder,Neil,Carter,Neil Miller Carter,Allrounder,,Allrounder
93fe473e,Bowler,Thamsyn,Newton,Thamsyn Michelle Moupia Newton,Bowler,,Bowler
96991180,Unknown,Claude,Newberry,Claude Newberry,,,
2ffdf67d,Unknown,Rumeysa,Alp,Rumeysa Alp,,,Allrounder
fcf355f6,Unknown,Mohammad,Ramzan,Mohammad Ramzan,,,
19912a2f,Allrounder,Craig,Evans,Craig Neil Evans,Allrounder,,Allrounder
7b0ea09e,Unknown,Raja,Shoaib,Raja Muhammad Shoaib,,Bowler,Wicketkeeper
daab3d80,Opening batter,Daniel,Morgan,Daniel Wayne Owen Morgan,Batter,,Batter
c57ae24c,Unknown,Noel,McCarey,Noel McCarey,,,
508a1ea7,Top-order batter,Shaun,Marsh,Shaun Edward Marsh,Batter,,Batter
a9668b5f,Unknown,Ly,Saomakara,Ly Saomakara,,,Allrounder
6d9238ac,Unknown,Serdar,Emir,Serdar Burak Emir,,,Allrounder
f24ca2ba,Unknown,Chetanya,Nanda,Chetanya Nanda,,,Allrounder
0bf5f887,Unknown,Steven,Eno,Steven Eno,,,Allrounder
0087a35d,Top-order batter,Javed,Ahmadi,Mohammad Javed Ahmadi,Batter,,Batter
03f59d24,Unknown,Ruud,Kaulingfreks,Ruud Kaulingfreks,,,
385abd92,Unknown,Joe,Austin-Smellie,Joseph Austin-Smellie,,,
9585854d,Unknown,Darren,Wotu,Darren Wotu,,Bowler,Bowler
ccc04a61,Top-order batter,Rajat,Dey,Rajat Arjun Dey,Batter,,Batter
3a78519f,Bowler,Steve,Elworthy,Steven Elworthy,Bowler,,Bowler
cdaf3af3,Allrounder,Natasha,Cherriath,Natasha Michael Cherriath,Allrounder,,Allrounder
1c790f4f,Bowler,Rumman,Raees,Rumman Raees Khan,Bowler,,Bowler
a92763ea,Allrounder,Rumana,Ahmed,Rumana Ahmed,Allrounder,,Allrounder
e140f1ab,Unknown,Javed,Burki,Javed Burki,,,
d0b1a9c1,Unknown,Mohammad,Ronak,Mohammad Ronak,,,Allrounder
fd8e4c4e,Unknown,Johnny,Douglas,John William Henry Tyler Douglas,,Wicketkeeper,Wicketkeeper
ebc54cc4,Top-order batter,Tom,Moody,Thomas Masson Moody,Batter,,Batter
b5a0a844,Unknown,Rajbir,Singh,Rajbir Singh,,,
c3576908,Middle-order batter,Muhammad,Abbas,Muhammad Arslan Abbas,Batter,,Batter
a487762e,Unknown,Javed,Hina,Javed Hina,,,Allrounder
aecec4c8,Middle-order batter,Derek,Randall,Derek William Randall,Batter,,Batter
4b685e2d,Middle-order batter,Dan,Lawrence,Daniel William Lawrence,Batter,,Batter
7f982ecf,Unknown,Charlie,Frank,Charles Newton Frank,,,
2f26ac1a,Wicketkeeper batter,Mohammad,Rizwan,Mohammad Rizwan,Wicketkeeper,,Wicketkeeper
4241dc19,Unknown,Nicole,Goodwin,Nicole Maree Goodwin,,,Allrounder
ba5cc6d5,Unknown,David,Reid,David William Reid,,,
82afc034,Middle-order batter,Mohammed,Rizlan,Mohammed Rizlan Iqbar,Batter,,Wicketkeeper
ecb8ba2c,Unknown,Jané,Winster,Jané Winster,,,Allrounder
c00cb9e0,Unknown,Harry,Makepeace,Joseph William Henry Makepeace,,,
8c8b1373,Unknown,Javed,Akhtar,Javed Akhtar,,,
efc40724,Bowler,Claire,Nicholas,Claire Louise Nicholas,Bowler,,Bowler
f654516a,Unknown,J,Wills,J W Wills,,,
1f87b800,Unknown,Seri,Chang,Seri Chang,,,Allrounder
00ea847a,Batter,Mayank,Agarawal,Mayank Anurag Agarawal,Batter,,Batter
c15706c8,Unknown,Vishal,Gite,Vishal Vitthal Gite,,,Allrounder
8ea6e670,Bowler,Nathan,Hauritz,Nathan Michael Hauritz,Bowler,,Bowler
112b8472,Unknown,Jeremy,Lloyds,Jeremy William Lloyds,,,
56ab442f,Bowling allrounder,Nathan,Coulter-Nile,Nathan Mitchell Coulter-Nile,Allrounder,,Allrounder
711eda94,Batter,Susie,Rowe,Susannah Elizabeth Rowe,Batter,,Batter
7bd03d63,Unknown,Saddam,Hossain,Mohammad Noor Alam Saddam Hossain,,Bowler,Bowler
3e035a63,Unknown,Javed,Hira,Javed Hira,,,Allrounder
909d9fac,Unknown,Javed,Maroofkhail,Javed Khan Maroofkhail,,Bowler,Bowler
b3a28446,Bowling allrounder,Mohammad,Saifuddin,Mohammad Saifuddin,Allrounder,,Allrounder
56418eae,Opening batter,Cecelia,Joyce,Cecelia Nora Isobel Mary Joyce,Batter,,Batter
2843d331,Unknown,Mohammad,Saif,Mohammad Saif,,,Allrounder
0ba03cec,Middle-order batter,Raynard,Tonder,Raynard van Tonder,Batter,,Batter
f6aed283,Wicketkeeper batter,Cyrus,Kakuru,Cyrus Nshekanabo Kakuru,Wicketkeeper,,Wicketkeeper
e06cfa10,Unknown,Rajdeep,Darbar,Rajdeep Dilipbhai Darbar,,,
3e6e0d73,Unknown,Dick,Richardson,Derek Walter Richardson,,,
af8c3a85,Allrounder,Nicola,Hancock,Nicola Maggie Hancock,Allrounder,,Allrounder
f8809f92,Unknown,Maaha,Naseer,Maaha Fathimath Naseer,,,Allrounder
57ac1d99,Unknown,Raymond,Schoor,Raymond van Schoor,,,Wicketkeeper
7509f4bc,Middle-order batter,Rajendran,Vivek,Rajendran Vivek,Batter,,Batter
e2ee90d9,Bowler,Amila,Aponso,Malmeege Amila Aponso,Bowler,,Bowler
32a8161e,Unknown,Jonty,Jenner,Jonty William Jenner,,Batsman,Batter
2fcb040c,Middle-order batter,Rajat,Paliwal,Rajat Suresh Paliwal,Batter,,Batter
20f9e6b1,Bowler,Jared,Wilson,Jared Wilson,Bowler,,Bowler
4c42366b,Unknown,David,Sayer,David William Sayer,,Allrounder,Allrounder
d014d5ac,Middle-order batter,Sherfane,Rutherford,Sherfane Eviston Rutherford,Batter,,Batter
f42064d5,Bowler,Chris,Greaves,Christopher Nicholas Greaves,Bowler,,Bowler
ca097df5,Unknown,Tipene,Friday,Sven Eru Tipene Friday,,,Allrounder
fa41edde,Bowler,Ruyel,Miah,MD Ruyel Miah,Bowler,,Bowler
efe3fcc5,Wicketkeeper batter,Ricardo,Vasconcelos,Ricardo Surrador Vasconcelos,Wicketkeeper,,Wicketkeeper
2cfbeaf1,Unknown,Javed,Ismail,Javed Ismail,,,
8514cc87,Unknown,Mohammad,Sajid,Mohammad Sajid,,,
8eea5560,Unknown,Christopher,Kent,Christopher Nauwe Kent,,,Allrounder
59e99272,Unknown,Lindinkosi,Zulu,Lindinkosi Zulu,,,Allrounder
1edc1155,Batter,Javed,Miandad,Mohammad Javed Miandad Khan,Batter,,Batter
0861a8d6,Unknown,Rajesh,Dhuper,Rajesh Rajeev Dhuper,,,Wicketkeeper
83ea3017,Unknown,Johnny,Martin,John Wesley Martin,,,
e15faa51,Opening batter,Javed,Omer,Mohammad Javed Omer Belim,Batter,,Batter
0940c7e0,Allrounder,Nico,Reifer,Nico MJ Reifer,Allrounder,,Allrounder
8c0d904e,Allrounder,Desi,Wulandari,Desi Wulandari,Allrounder,,Allrounder
b0758453,Unknown,Jack,Martin,John William Martin,,Bowler,Bowler
38476559,Unknown,Seungmin,Song,Seungmin Song,,,Allrounder
a73f1f24,Unknown,Rajesh,Mohanty,Rajesh Mohanty,,,Allrounder
65d39793,Unknown,Moin,Ashraf,Moin Aqeeb Ashraf,,,Allrounder
938bff19,Bowler,Mohammad,Saleem,Mohammad Saleem Safi,Bowler,,Bowler
d174f542,Unknown,Rajdeep,Das,Rajdeep Das,,,Allrounder
e3302780,Unknown,John,McLaren,John William McLaren,,,
7c7402e6,Unknown,Noah,Kelly,Noah M Kelly,,,Allrounder
8fd1a8f5,Bowler,Dale,Steyn,Dale Willem Steyn,Bowler,,Bowler
b2570b38,Allrounder,Raiphi,Gomez,Raiphi Vincent Gomez,Allrounder,,Allrounder
5fed6272,Bowler,Craig,Miles,Craig Neil Miles,Bowler,,Bowler
fe10f92d,Opening batter,Mike,Atherton,Michael Andrew Atherton,Batter,,Batter
f804c2c8,Unknown,Ramesh,Divecha,Ramesh Vithaldas Divecha,,,
1afd0d5c,Unknown,Catherine,Messina,Catherine Nivelle Messina,,,Allrounder
a7b002dd,Unknown,V,Vijayalingam,V Vijayalingam,,,
e1055803,Unknown,Naotsune,Miyaji,Naotsune Miyaji,,,Allrounder
318a4039,Wicketkeeper batter,Anushka,Sanjeewani,Meegama Acharige Anushka Sanjeewani,Wicketkeeper,,Wicketkeeper
3d280ef6,Unknown,Mohammad,Salim,Mohammad Salim,,,
03197911,Unknown,Rajesh,Pillai,Rajesh Pillai,,Allrounder,Allrounder
a6a6537b,Unknown,Cuan,McCarthy,Cuan Neil McCarthy,,,
5d5b475e,Unknown,Thandolwethu,Mnyaka,Thandolwethu Mnyaka,,Allrounder,Allrounder
5c8167e1,Unknown,Norton,Hughes-Hallett,Norton Montrésor Hughes-Hallett,,,
73a0e5d8,Bowler,Maaz,Khan,Maaz Khan,Bowler,,Bowler
f2f18e52,Unknown,Ranjeet,Darji,Ranjeet Darji,,,
0af4a90b,Top-order batter,Justin,Avendano,Justin Avendano,Batter,,Batter
d921449d,Top-order batter,Javeria,Khan,Javeria Khan Wadood,Batter,,Batter
aa197946,Unknown,Sarah,Etim,Sarah Etim,,,Wicketkeeper
17f8e0b2,Allrounder,Neil,Smith,Neil Michael Knight Smith,Allrounder,,Allrounder
68ddabdb,Bowler,Mohammad,Sami,Mohammad Sami,Bowler,,Bowler
d9792701,Middle-order batter,Shacaya,Thomas,Shacaya Elrick Thomas,Batter,,Batter
ef71cc1b,Unknown,Butch,White,David William White,,,
985b57b1,Unknown,Rajesh,Singh,Rajesh Singh,,,Allrounder
e33923eb,Unknown,Dermot,Ward,Dermot W Ward,,,
6de2c9c0,Unknown,Sienna,Eve,Sienna Eve,,,Allrounder
dc6ed43e,Unknown,Mohammad,Sardar,Mohammad Sardar,,Wicketkeeper,Wicketkeeper
6f14ddcb,Unknown,Maaz,Khan,Mohammad Maaz Khan,,Allrounder,Allrounder
f5ee85cf,Unknown,Nick,Kwant,Nick Michael Kwant,,Batsman,Batter
9f622b6c,Unknown,Divyanshu,Yadav,Divyanshu Yadav,,,Allrounder
10af58fb,Middle-order batter,Faoud,Bacchus,Sheik Faoud Ahamul Fasiel Bacchus,Batter,,Batter
83848df7,Allrounder,Carena,Noel,Carena Neila Noel,Allrounder,,Allrounder
b9f1247e,Unknown,Vijay,Bharadwaj,Raghvendrarao Vijay Bharadwaj,,,
b1cc93eb,Unknown,Nilesh,Kulkarni,Nilesh Moreshwar Kulkarni,,,
89394502,Unknown,Moazzam,Baig,Moazzam Ali Baig,,,Allrounder
74b02e0c,Bowler,Derone,Davis,Derone Yohann Anthony Davis,Bowler,,Bowler
41eb4a4f,Bowler,Vinay,Kumar,Ranganath Vinay Kumar,Bowler,,Bowler
bf8c8572,Unknown,Javeria,Rauf,Javeria Rauf,,Batsman,Batter
d553f5b1,Unknown,June,Ogle,June Whitney Ogle-Thomas,,,Allrounder
1afdbdbf,Allrounder,Jamie,Dalrymple,James William Murray Dalrymple,Allrounder,,Allrounder
f7fc6c43,Unknown,Rajesh,Sharma,Rajesh Sharma,,,
9eea360c,Wicketkeeper batter,Mohammad,Salman,Mohammad Salman,Wicketkeeper,,Wicketkeeper
492c17f0,Unknown,James,Moses,James Walton Nathaniel Moses,,,Allrounder
ff2b190e,Unknown,Dylan,Steyn,Dylan Steyn,,Batsman,Batter
5f2a4e3e,Unknown,Jawad,Mir,Jawad Mir,,,Allrounder
