player_id,role,fname,lname,name,mapped_role,position,f_pos
fc1608a2,Batter,George,Hankins,George Thomas Hankins,Batter,,Batter
9a4a1f78,Unknown,John,Beck,John Edward Francis Beck,,,
4ab6d138,Unknown,Lucy,Doolan,Lucy Rose Doolan,,,Allrounder
8a75e999,Batter,Babar,Azam,Mohammad Babar Azam,Batter,,Batter
b51d654f,Unknown,Anne,Bierwisch,Anne Bierwisch,,,Allrounder
4b349dc0,Unknown,Dharma,Kesuma,Dharma Kadek Kesuma,,,Allrounder
e66d962d,Bowler,Arsalan,Qadir,Arsalan Qadir,Bowler,,Bowler
ee866f8d,Unknown,Andy,Bisson,Andy Bisson,,,
bf1cddea,Allrounder,Karsan,Ghavri,Karsan Devjibhai Ghavri,Allrounder,,Allrounder
3d32289c,Bowler,John,Emburey,John Ernest Emburey,Bowler,,Bowler
d9f23e7c,Unknown,Katerina,Demetrova,Katerina Demetrova,,,
9565fda6,Batting allrounder,Amanjot,Kaur,Amanjot Bhupinder Kaur,Allrounder,,Allrounder
85e6ccde,Top-order batter,Babul,Kumar,Babul Pawan Kumar,Batter,,Batter
f9979b69,Unknown,Abid,Mushtaq,Abid Mushtaq Chaudhry,,Bowler,Bowler
aa732b6e,Unknown,Louis,Bhabra,Louis Robert Bhabra,,Batsman,Batter
1ae701d0,Unknown,Ajay,Rohera,Ajay Rajkumar Rohera,,,Allrounder
376557f7,Unknown,Ashok,Bishnoi,Ashok Bishnoi,,Bowler,Bowler
d4c9b75a,Unknown,Greg,Cork,Gregory Teodor Gerald Cork,,,Allrounder
0e102c3b,Unknown,Bryan,Zammitt,Bryan AA Zammitt,,,Allrounder
ff227198,Unknown,Gouher,Sultana,Gouher Sultana,,,Allrounder
770ae773,Unknown,Gabe,Bell,Gabe T Bell,,Bowler,Bowler
3e06e7ac,Unknown,Azyan,Farhath,Yoosuf Azyan Farhath,,,Allrounder
45d6354a,Unknown,Jackie,Mills,John Ernest Mills,,,
6b3f9bb7,Unknown,Kishen,Kamania,Kishen D Kamania,,,Allrounder
07c15419,Unknown,Amanda,Bolanos,Amanda Bolanos Martinez,,,Allrounder
bcaee32c,Bowler,Gabrielle,Sutcliffe,Gabrielle Joy Sutcliffe,Bowler,,Bowler
a127e6f5,Unknown,Shenjian,Zheng,Shenjian Zheng,,,Allrounder
1f490b28,Bowler,Akshay,Puri,Akshay Roopak Puri,Bowler,,Bowler
fc1deb2b,Unknown,Sitesh,Das,Sitesh Kumar Das,,,Allrounder
16043342,Allrounder,Andrew,McDonald,Andrew Barry McDonald,Allrounder,,Allrounder
e0c5125f,Unknown,Anish,Shah,Anish Zunev Shah,,,Allrounder
2bbab579,Middle-order batter,Arpit,Vasavada,Arpit Vyomahesh Vasavada,Batter,,Batter
fbb657bb,Batter,Babar,Hayat,Babar Hayat,Batter,,Batter
678a8133,Unknown,Liam,Dudding,Liam Raymond Dudding,,Bowler,Bowler
3c1137ba,Wicketkeeper,Babar,Hussain,Babar Hussain,Wicketkeeper,,Wicketkeeper
f3bde2b3,Middle-order batter,Kithuruwan,Vithanage,Kasun Disi Kithuruwan Vithanage,Batter,,Batter
8299b9a2,Batting allrounder,Sher,Sahak,Muhammad Sher Sahak,Allrounder,,Allrounder
ec666142,Unknown,Jesse,Prasad,Jesse Ellen Indira Prasad,,Bowler,Bowler
19147fe0,Batter,Lauren,Down,Lauren Renee Down,Batter,,Batter
8a0ba257,Unknown,Joy,Efosa,Joy Efosa,,,Allrounder
089aec60,Unknown,Krista,Mare,Krista De La Mare,,,Wicketkeeper
603d372f,Unknown,Jeetendra,Gupte,Jeetendra Gupte,,,
4ebc70ca,Bowler,Gavin,Main,Gavin Thomas Main,Bowler,,Bowler
c03f1114,Wicketkeeper batter,Dinesh,Karthik,Krishnakumar Dinesh Karthik,Wicketkeeper,,Wicketkeeper
b10e8c85,Allrounder,Abid,Mushtaq,Abid Mushtaq Mangnoo,Allrounder,,Allrounder
f6bb45fc,Unknown,Arsal,Sheikh,Mohammad Arsal Sheikh,,,
9b80583a,Unknown,George,Thornton,George Thornton,,,
a18461a2,Unknown,Keyur,Mehta,Keyur Dhanraj Mehta,,Bowler,Bowler
9835bd79,Unknown,James,Logan,James Edwin Graham Logan,,Bowler,Bowler
fc5cbf37,Unknown,Ladha,Ramji,Ramji Ladha Nakum,,,
27b83a8a,Unknown,Litara,Aoina,Litara Rosanne Aoina,,,
30d8136b,Allrounder,Alpesh,Ramjani,Alpesh Ravilal Ramjani,Allrounder,,Allrounder
ff6707cc,Unknown,Luke,Butterworth,Luke Rex Butterworth,,Allrounder,Allrounder
9290b76b,Unknown,Grahame,Thomas,Grahame Thomas,,,
327abda5,Unknown,Jeevan,Amanna,Jeevan Amanna,,,
101373a3,Wicketkeeper batter,Shehzad,Patel,Shehzad Patel,Wicketkeeper,,Wicketkeeper
dc4686e6,Bowler,Bhargav,Bhatt,Bhargav Ashok Bhatt,Bowler,,Bowler
86781001,Bowler,Jack,Home,Jack Edward Home,Bowler,,Bowler
cad40f5e,Bowling allrounder,Brydon,Carse,Brydon Alexander Carse,Allrounder,,Allrounder
49a9be6b,Unknown,Bruce,Bolton,Bruce Alfred Bolton,,,
16f4b44d,Unknown,Ben,Barnett,Benjamin Arthur Barnett,,,
521595e7,Wicketkeeper batter,James,Rew,James Edward Kenneth Rew,Wicketkeeper,,Wicketkeeper
42d098a9,Unknown,Shekhar,Singh,Shekhar Kumar Singh,,Batsman,Batter
7ccfdbcb,Wicketkeeper batter,LR,Chethan,L Revanna Chethan,Wicketkeeper,,Wicketkeeper
42aaf21c,Unknown,Kashish,Jayawant,Kashish Deep Jayawant,,,Allrounder
3951be49,Unknown,Abu,Kamara,Abu Bakarr Kamara,,,Allrounder
13781d43,Allrounder,Angela,Reakes,Angela Rose Reakes,Allrounder,,Allrounder
cc65e4a4,Unknown,Arsalan,Arif,Arsalan Arif,,Wicketkeeper,Wicketkeeper
dc44a9b9,Unknown,Ken,Meuleman,Kenneth Douglas Meuleman,,,
5f25b104,Unknown,Sheikh,Rasik,Sheikh Rasik,,Bowler,Bowler
e033393d,Unknown,Garnett,Tarr,Garnett Tarr,,Wicketkeeper,Wicketkeeper
9ddbaf1b,Opening batter,Graham,Dowling,Graham Thorne Dowling,Batter,,Batter
ad3b6e95,Wicketkeeper batter,Abishek,Porel,Abishek Porel,Wicketkeeper,,Wicketkeeper
e0febd97,Unknown,Arsalan,Ahmed,Arsalan Ahmed,,,Allrounder
a6a50969,Top-order batter,Arpit,Gaud,Arpit Gaud,Batter,,Batter
f08377a3,Unknown,Sid,Emery,Sidney Hand Emery,,,
dee4f469,Unknown,Uton,Dowe,Uton George Dowe,,,
168b4c4f,Unknown,Shawn,Hicks,Shawn Hicks,,Batsman,Batter
79c7041c,Bowler,Gavin,Griffiths,Gavin Timothy Griffiths,Bowler,,Bowler
f285b7ff,Unknown,Yvonne,Graves,Yvonne Graves,,Batsman,Batter
bd8139a1,Unknown,Sandamali,Dolawatte,Sandamali Kumuduni Dolawatte,,,Allrounder
d4958d1b,Unknown,Alfred,Richards,Alfred Renfrew Richards,,,
204e3952,Unknown,John,Morris,John Edward Morris,,,
f310704c,Allrounder,Shiraz,Khan,Shiraz Khan Shereef,Allrounder,,Allrounder
7fb32e5b,Bowler,Kyle,Mills,Kyle David Mills,Bowler,,Bowler
8ad3d034,Unknown,Appolinaire,Mengoumou,Appolinaire Bekoa Mengoumou,,,Allrounder
101dcc31,Bowler,Shiraz,Ahmed,Shiraz Ahmed,Bowler,,Bowler
a8dd3020,Unknown,Shunter,Coen,Stanley Keppel Coen,,,
e51abd5e,Unknown,Laxman,Gaonkar,Laxman Ramakant Gaonkar,,,Wicketkeeper
4aad6842,Bowler,Sheraz,Sheikh,Sheraz Mohammad Sheikh,Bowler,,Bowler
c3564c2d,Allrounder,Gaudi,Toka,Gaudi Toka,Allrounder,,Allrounder
3f087506,Unknown,Lynsey,Askew,Lynsey Riann Frances Askew,,,
91bf6c14,Unknown,Jeongyoon,Kim,Jeongyoon Kim,,,Allrounder
0bec3a6c,Allrounder,Benny,Howell,Benny Alexander Cameron Howell,Allrounder,,Allrounder
bdac9f0f,Unknown,Aarati,Bidari,Aarati Bidari,,,Allrounder
8dbda772,Unknown,Arshad,Ali,Arshad Ali,,Allrounder,Allrounder
93720584,Unknown,Gopal,Thakur,Gopal Thakur,,Wicketkeeper,Wicketkeeper
232afd79,Allrounder,Garry,Park,Garry Terence Park,Allrounder,,Allrounder
69950546,Unknown,Lisa,Ramjit,Lisa Ramjit,,,Allrounder
365229a8,Wicketkeeper batter,Kiplin,Doriga,Kiplin Doriga,Wicketkeeper,,Wicketkeeper
54501715,Unknown,Badal,Singh,Badal Kumar Singh,,Allrounder,Allrounder
7cba973f,Unknown,Shiva,Chauhan,Shiva Birsingh Chauhan,,,Allrounder
118e6f66,Unknown,Angus,Schaw,Angus Robert Schaw,,Bowler,Bowler
64fb6b15,Bowler,Abinash,Bohara,Abinash Bohara,Bowler,,Bowler
2a66cc06,Unknown,Usman,Sahi,Usman Haider Sahi,,Wicketkeeper,Wicketkeeper
cd75d3ed,Bowler,Lance,Gibbs,Lancelot Richard Gibbs,Bowler,,Bowler
0faa702f,Unknown,Shiva,Mani,Shiva Kumar Mani,,,
fe12944e,Unknown,Luanne,Rika,Luanne Rika,,,Allrounder
68b9e5ea,Unknown,Jeon,Myeong,Jeon Myeong,,,Allrounder
71c1f483,Unknown,Alessandro,Bonora,Alessandro Bonora,,,Allrounder
1e2f3eae,Unknown,Shiju,Sam,Shiju Sam Mannil,,,
a3c88e4e,Unknown,Babar,Shahzad,Babar Shahzad,,,Allrounder
eeb9e28d,Bowler,Arshad,Ayub,Arshad Ayub,Bowler,,Bowler
1346f3f7,Unknown,Greville,Stevens,Greville Thomas Scott Stevens,,,
76d0ac27,Unknown,Arpit,Pannu,Arpit Singh Pannu,,,Allrounder
ab21795b,Bowler,Ben,Manenti,Benjamin Andrew Davey Manenti,Bowler,,Bowler
73ff4720,Unknown,Uzma,Iftikhar,Uzma Iftikhar,,,Allrounder
32f95581,Middle-order batter,Duleep,Mendis,Louis Rohan Duleep Mendis,Batter,,Batter
e4bfcaad,Unknown,Shivam,Bhambri,Shivam Bhambri,,,Allrounder
f9b9883f,Unknown,Karma,Dorji,Karma Dorji,,,Allrounder
b6f61482,Unknown,Aakriti,Bose,Aakriti Bose,,,Wicketkeeper
782278ff,Unknown,Bryan,Davis,Bryan Allan Davis,,,
ab126ea8,Allrounder,Justin,Pitcher,Justine Eugene Pitcher,Allrounder,,Allrounder
95c2d309,Unknown,Stephen,Madusanka,Stephen Koralalage Don Themeera Madusanka,,,Allrounder
f4f31282,Unknown,Arshad,Hayat,Arshad Hayat,,Allrounder,Allrounder
8ba20313,Unknown,Lauchie,Johns,Lauchlan Ritchie Johns,,,Wicketkeeper
dcf0e8f4,Batting allrounder,Anneke,Bosch,Anneke Elizabeth Bosch,Allrounder,,Allrounder
c674f722,Unknown,Gregory,Taylor,Gregory Tyrone Taylor,,,Wicketkeeper
c0ac45da,Unknown,Adam,London,Adam Brian London,,,
1f843293,Unknown,Jim,McConnon,James Edward McConnon,,,
cf49b5ed,Unknown,Krishna,Pandey,Krishna Datt Pandey,,Allrounder,Allrounder
0d0d3eeb,Unknown,Lakshmi,Rajadurai,Lakshmi Rajadurai,,,Allrounder
76cc7070,Unknown,Kushang,Patel,Kushang Dineshbhai Patel,,Bowler,Bowler
e53af640,Unknown,Shivam,Chaudhary,Shivam Chaudhary,,Batsman,Batter
fb396280,Unknown,Grant,Thornton,Grant Thomas Thornton,,,Allrounder
9e91eac2,Unknown,Emile,McMaster,Joseph Emile Patrick McMaster,,,
ed031922,Bowler,Arshad,Iqbal,Arshad Iqbal,Bowler,,Bowler
0a4c6dfd,Bowler,Arshad,Khan,Arshad Khan,Bowler,,Bowler
c6272773,Unknown,Shivam,Chauhan,Shivam Chauhan,,Batsman,Batter
54afb7fc,Unknown,Jim,Pothecary,James Edward Pothecary,,,
0b211a32,Unknown,Karma,Dema,Karma Dema,,,Allrounder
8a3c4af3,Unknown,Andrew,Perrin,Andrew Barry Perrin,,,
b8f3362a,Middle-order batter,Leon,Johnson,Leon Rayon Johnson,Batter,,Batter
e9bdb79b,Unknown,Sherul,Mehta,Sherul Mehta,,Allrounder,Allrounder
ba1408ac,Unknown,Bimbo,Adu,Bimbo Adu,,,Allrounder
bbbb7f1e,Unknown,Josh,Poysden,Joshua Edward Poysden,,,Allrounder
e23960c5,Wicketkeeper batter,Shivam,Khurana,Shivam Khurana,Wicketkeeper,,Wicketkeeper
4e5874e1,Opening batter,Bruce,Edgar,Bruce Adrian Edgar,Batter,,Batter
c1030452,Unknown,GUDS,Kudahetti,GUDS Kudahetti,,,
5654b2e0,Unknown,Les,Joslin,Leslie Ronald Joslin,,,
6ce9da23,Unknown,Kim,Perrin,Kim Duncan Perrin,,,
b08e58e2,Bowler,Lance,Morris,Lance Richard Thomas Morris,Bowler,,Bowler
684dc2da,Unknown,Abraash,Khan,Muhammad Abraash Khan,,Batsman,Batter
12314277,Bowler,Arshad,Khan,Mohd Arshad Khan,Bowler,,Bowler
08deefa3,Unknown,Guillermo,Aburto,Guillermo Aburto,,,Allrounder
24dacf72,Unknown,Jargalsaikhan,Erdenesuvd,Jargalsaikhan Erdenesuvd,,,Allrounder
e6f9383f,Allrounder,Ken,Mackay,Kenneth Donald Mackay,Allrounder,,Allrounder
1236044e,Unknown,Liam,Naylor,Liam Robert Naylor,,Batsman,Batter
eca0c288,Wicketkeeper batter,Anthony,Bramble,Anthony Bramble,Wicketkeeper,,Wicketkeeper
622cc511,Wicketkeeper,Uday,Kaul,Uday Kaul,Wicketkeeper,,Wicketkeeper
b26b1e3d,Opening batter,Billy,Godleman,Billy Ashley Godleman,Batter,,Batter
8f61dbdf,Top-order batter,Jason,Gallian,Jason Edward Riche Gallian,Batter,,Batter
43aec015,Unknown,Bruce,Murray,Bruce Alexander Grenfell Murray,,,
c38d3503,Bowler,Shivam,Mavi,Shivam Pankaj Mavi,Bowler,,Bowler
05978f8d,Unknown,Gulam,Mustafa,Gulam Mustafa,,,Allrounder
1154bf4f,Unknown,Jermaine,Lindo,Jermaine Anton Lindo,,,
9b120c69,Unknown,Benard,Agutu,Benard Agutu,,,
abb7c76c,Bowler,Abrar,Ahmed,Abrar Ahmed,Bowler,,Bowler
d5ae21a2,Top-order batter,Kinchit,Shah,Kinchit Devang Shah,Batter,,Batter
a872a8fc,Unknown,Ananya,Shetty,Ananya Rajshekar Shetty,,,Allrounder
d4f98302,Unknown,Janet,Ronalds,Janet Elizabeth Ronalds,,,Allrounder
982dc390,Unknown,Shivam,Sharma,Shivam Sharma,,Bowler,Bowler
0fa5042b,Wicketkeeper batter,Luke,Ronchi,Luke Ronchi,Wicketkeeper,,Wicketkeeper
71ae5369,Top-order batter,Doug,Walters,Kevin Douglas Walters,Batter,,Batter
4157fefb,Unknown,Alan,Brown,Alan Brown,,,
6d6f52fc,Unknown,Guido,Angeletti,Guido Angeletti,,,Allrounder
bf64dc29,Top-order batter,Keegan,Petersen,Keegan Darryl Petersen,Batter,,Batter
0439b7fb,Top-order batter,Bahir,Shah,Said Bahir Shah Mehboob,Batter,,Batter
9f77963a,Batting allrounder,Gulbadin,Naib,Gulbadin Naib,Allrounder,,Allrounder
b3544c5d,Bowling allrounder,Brett,Hutton,Brett Alan Hutton,Allrounder,,Allrounder
64c76cca,Unknown,Basil,Grieve,Basil Arthur Firebrace Grieve,,,
a0fdf513,Bowler,Udeshika,Prabodhani,Kaluwa Dewage Udeshika Prabodhani,Bowler,,Bowler
33523de9,Bowler,Eric,Upashantha,Kalutarage Eric Amila Upashantha,Bowler,,Bowler
a343262c,Top-order batter,Joe,Root,Joseph Edward Root,Batter,,Batter
e9627821,Unknown,Gul,Mohammad,Gul Mohammad,,,
a150873d,Unknown,Lance,Pierre,Lancelot Richard Pierre,,,
053dc208,Unknown,Arran,Brindle,Arran Brindle,,Batsman,Batter
2982a0c7,Unknown,Shivani,Mishra,Shivani Mishra,,,
e1d9ae9c,Allrounder,Shivam,Singh,Shivam Singh,Allrounder,,Allrounder
ebd1ab1f,Middle-order batter,Gulraiz,Sadaf,Gulraiz Sadaf,Batter,,Batter
84012d7f,Unknown,Jamie,Essex,Jamie Essex,,,Allrounder
f81005c4,Unknown,Shivam,Kumar,Shivam Sanjay Kumar,,Allrounder,Allrounder
58f5fe53,Unknown,Sam,Kelsall,Samuel Kelsall,,,Allrounder
9e866d80,Unknown,Amy,Brown-Carrera,Amy Brown-Carrera,,,Allrounder
94526a2a,Unknown,Kurt,Richards,Kurt Daniel Richards,,,Allrounder
c228c52d,Unknown,Arslan,Amjad,Arslan Amjad,,,Allrounder
4cfc2dc0,Unknown,Kamal,Bashir,Kamal Edwin Bashir,,,Allrounder
8e367d57,Unknown,Arshad,Mazarzei,Arshad Mazarzei,,,Allrounder
9e894c5a,Unknown,Arslan,Anwar,Arslan Anwar,,,Allrounder
244048f6,Bowler,Arshdeep,Singh,Arshdeep Singh,Bowler,,Bowler
85266cb3,Unknown,Upul,Brahmanage,Upul Kaluhetti Brahmanage,,,
6f49cc6e,Unknown,Shivam,Sharma,Shivam Sharma,,Bowler,Bowler
a9ee404e,Unknown,Bakhtiar,Tahiri,Bakhtiar Tahiri,,Allrounder,Allrounder
b61a3e1a,Middle-order batter,Ross,Taylor,Luteru Ross Poutoa Lote Taylor,Batter,,Batter
f3a65211,Unknown,Lee,Nelson,Lee Robert Nelson,,,
8600387d,Unknown,Lawrence,Prittipaul,Lawrence Roland Prittipaul,,,
6ddaee2d,Unknown,Abrar,Bilal,Abrar Bilal,,Wicketkeeper,Wicketkeeper
9ff1e91e,Wicketkeeper batter,Gull,Feroza,Gull Feroza,Wicketkeeper,,Wicketkeeper
4180d897,Bowler,Jerome,Taylor,Jerome Everton Taylor,Bowler,,Bowler
732c9016,Unknown,Junior,Scott,Junior Emanuel Scott,,,Allrounder
f70c0c66,Unknown,Arslan,Ahmed,Arslan Ahmed,,Batsman,Batter
9811e35e,Allrounder,Gulsan,Jha,Gulshan Kumar Jha,Allrounder,,Allrounder
b49ab82b,Unknown,Shivani,Sati,Shivani Sati,,,Allrounder
c9e3b407,Unknown,Aditya,Shrivastava,Aditya Rajesh Shrivastava,,,
3a922344,Bowler,Shivank,Vashisht,Shivank Vashisht,Bowler,,Bowler
af7dadf7,Bowler,Balachandra,Akhil,Balachandra Akhil,Bowler,,Bowler
4b6f8814,Unknown,Arslan,Khan,Arslan Khan,,Allrounder,Allrounder
b1451597,Allrounder,Laxmi,Shukla,Laxmi Ratan Shukla,Allrounder,,Allrounder
05026222,Unknown,Saidati,Kemigisha,Saidati Kemigisha,,,Allrounder
91cf746e,Unknown,Absar,Khan,Absar Bakht Khan,,Bowler,Bowler
4ae7048b,Unknown,Anne-Sofie,Slebsager,Anne-Sofie Brock Slebsager,,,Allrounder
36b95b6a,Unknown,Len,Tuckett,Lindsay Richard Tuckett,,,
4a6c0fbb,Unknown,Jasmine,Titmuss,Jasmine Eve Titmuss,,,Allrounder
911d04ad,Allrounder,Gurinder,Singh,Gurinder Rajpal Singh,Allrounder,,Allrounder
adcc3906,Unknown,Bala,Kailash,Bala Kailash,,,
8da1c0ae,Unknown,Kate,Baxter,Kate Elizabeth Baxter,,,Allrounder
31803fac,Bowler,Abu,Hider,Abu Hider Rony,Bowler,,Bowler
198798b2,Batter,Roshen,Silva,Athege Roshen Shivanka Silva,Batter,,Batter
f13d3eba,Allrounder,Kathryn,Bryce,Kathryn Emma Bryce,Allrounder,,Allrounder
0ec45a9a,Unknown,Abubacarr,Kuyateh,Abubacarr Kuyateh,,,Allrounder
3b63b5cc,Bowler,Shiva,Singh,Shiva Singh,Bowler,,Bowler
6a4734ae,Unknown,Langton,Rusere,Langton Rusere,,,
b647ffee,Unknown,George,Ulyett,George Ulyett,,,
7c0055c1,Bowler,Kate,Ebrahim,Kate Ellen Ebrahim,Bowler,,Bowler
b3e9b7fa,Batter,Kenny,Carroll,Kenneth Edward Desmond Carroll,Batter,,Batter
0ec3085b,Unknown,Ledua,Samani,Ledua Samani,,,Allrounder
80f6c181,Batter,Jenna,Evans,Jenna Evans,Batter,,Batter
fb192f98,Bowler,Beth,Langston,Bethany Alicia Langston,Bowler,,Bowler
61e93009,Unknown,Shivendra,Singh,Shivendra Singh,,,Allrounder
cba5185d,Batting allrounder,Aubrey,Swanepoel,Aubrey Ryan Swanepoel,Allrounder,,Allrounder
095428e5,Unknown,Brendalie,Alcide,Brendalie Alcide,,,
31865a5b,Opening batter,Gurdeep,Singh,Gurdeep Singh Bhagat,Batter,,Batter
0d24b1f7,Unknown,Wasantha,Kumaranayaka,Pradeep Wasantha Kumaranayaka Ududumbara Kirihathanalage,,,Allrounder
99258814,Bowler,Gurnoor,Brar,Gurnoor Brar,Bowler,,Bowler
83c3e8e3,Bowler,Spencer,Johnson,Spencer Henry Johnson,Bowler,,Bowler
12dff268,Unknown,Bernard,Tancred,Augustus Bernard Tancred,,,
909b090d,Unknown,Adam,Sylvester,Adam Ryan Sylvester,,,Allrounder
abbc06cf,Unknown,Lamissa,Sanogo,Lamissa Sanogo,,,Allrounder
3b5a9438,Wicketkeeper,Bess,Heath,Bess Alice May Heath,Wicketkeeper,,Wicketkeeper
8cc171e7,Unknown,Kent,Hannam,Kent Andrew Hannam,,,
0085a7ce,Unknown,Joey,Field,Joseph Francis Alexander Field,,,Allrounder
8e856a81,Unknown,Keerthi,Bandara,Singakutti Arachchihe Daya Keerthi Bandara,,,
313314bc,Unknown,Bryan,Mantle,Bryan Andrew Mantle,,,
3bc94fb9,Unknown,Arun,Chaprana,Arun Chaprana,,Bowler,Bowler
0155b6a3,Unknown,Lee,Savident,Lee Savident,,,Allrounder
1bb0993e,Bowler,Abu,Jayed,Abu Jayed Chowdhury,Bowler,,Bowler
441b1b20,Bowler,Lionel,Baker,Lionel Sionne Baker,Bowler,,Bowler
1387be20,Unknown,Ashley,Burdett,Ashley Burdett,,,Wicketkeeper
7fca84b7,Top-order batter,Brandon,King,Brandon Alexander King,Batter,,Batter
2f0911cc,Bowler,Lalit,Bhandari,Lalit Singh Bhandari,Bowler,,Bowler
29342bbe,Unknown,Siofra,Lawlor,Siofra Hannah Lawlor,,,Allrounder
5c756df3,Bowler,Abul,Hasan,Mohammed Abul Hasan,Bowler,,Bowler
1d8c1d66,Unknown,Flooi,Toit,Jacobus Francois du Toit,,,
073126d6,Unknown,Laksh,Bakrania,Laksh Snehal Bakrania,,,Allrounder
7a0650ea,Unknown,Kirsten,Pike,Kirsten Elizabeth Pike,,,Allrounder
f7cb7c3a,Unknown,Abul,Farhad,Abul Hossine Mohammad Farhad,,Bowler,Bowler
10ab6a37,Unknown,Shufaa,Mohamedi,Shufaa Hamza Mohamedi,,,Wicketkeeper
32590a43,Unknown,Gurnam,Singh,Gurnam Singh,,Batsman,Batter
027662be,Unknown,Josh,Evans,Josh Evans,,,Allrounder
6eb146d2,Middle-order batter,Gurkeerat,Mann,Gurkeerat Rupinder Singh,Batter,,Wicketkeeper
2d645c00,Unknown,Alex,Bushell,Alex Bushell,,Wicketkeeper,Wicketkeeper
a51e7c73,Unknown,Ganbold,Urjindulam,Ganbold Urjindulam,,,Allrounder
697c9d3e,Unknown,Keiran,Knight,Keiran Andrew Knight,,,
e7e9f2cd,Unknown,Kehinde,Olanbiwonnu,Kehinde Olanbiwonnu,,,
f957f558,Unknown,Baljinder,Singh,Baljinder Singh,,Allrounder,Allrounder
10a91f35,Bowler,Shoaib,Akhtar,Shoaib Akhtar,Bowler,,Bowler
125fa4de,Top-order batter,Joe,Carter,Joseph Franklyn Carter,Batter,,Batter
35dee2d1,Bowler,Bal,Krishna,Bal Krishna Sharma,Bowler,,Bowler
764df618,Unknown,Arslan,Naseem,Arslan Naseem,,Wicketkeeper,Wicketkeeper
8c1943e6,Bowler,Andy,Whittall,Andrew Richard Whittall,Bowler,,Bowler
0d168760,Unknown,Sorabji,Colah,Sorabji Hormasji Munchersha Colah,,,
6ad4362f,Allrounder,Gurpal,Sidhu,Gurpal Singh Sidhu,Allrounder,,Allrounder
7da925f6,Unknown,Gursharan,Singh,Gursharan Singh,,,
1a6c82e7,Unknown,Alan,Tuffery,Alan R Tuffery,,,
77beeefe,Unknown,Shania,Kenni,Shania Kenni,,,
210f4a5d,Bowler,Shermon,Lewis,Shermon Hakim Lewis,Bowler,,Bowler
f27f89e8,Allrounder,Andrew,White,Andrew Roland White,Allrounder,,Allrounder
b2ef796b,Unknown,Umesh,Dubey,Umesh L Dubey,,,
49235be5,Unknown,Gurpratap,Singh,Gurpratap Singh,,Allrounder,Allrounder
5a719b87,Unknown,Frederick,Chester,John Frederick Chester,,,Allrounder
4f36495c,Unknown,Arup,Das,Arup Kamalkanta Das,,,Allrounder
9f038761,Unknown,Jonathan,Figy,Jonathan Figy,,Batsman,Batter
3b647e2b,Opening batter,Leniko,Boucher,Leniko Stephen Boucher,Batter,,Batter
48ae4564,Unknown,Jack,Crapp,John Frederick Crapp,,,
a434f43c,Unknown,Shi,Feng,Shi Yu Feng,,,
f8b7dfc0,Unknown,Ketut,Pastika,I Ketut Arya Pastika,,,Allrounder
0c0ef3fb,Bowler,Baltej,Singh,Baltej Singh Dhanda,Bowler,,Bowler
1a5d690f,Unknown,Gurpreet,Singh,Gurpreet Singh,,Bowler,Bowler
a2421394,Bowler,Ashton,Agar,Ashton Charles Agar,Bowler,,Bowler
ed9a84e9,Unknown,Aryan,Sahani,Aryan Sahani,,,Allrounder
37b0f5f9,Unknown,Bandeep,Singh,Bandeep Singh,,,Allrounder
24baff57,Unknown,Jerona,Walcott,Jerona Elizabeth Walcott,,,Allrounder
f69f1d8a,Bowling allrounder,Umaid,Asif,Umaid Asif,Allrounder,,Allrounder
bc82e1b2,Unknown,Basil,Williams,Alvadon Basil Williams,,,
bb32a752,Unknown,Bryan,Andrews,Bryan Andrews,,,
d0332cfb,Unknown,George,Heerden,George Van Heerden,,Bowler,Bowler
8a668774,Unknown,Shoaib,Ahmed,Syed Mohammad Shoaib Ahmed,,Allrounder,Allrounder
39f0b039,Unknown,Baljit,Singh,Baljit Singh,,Bowler,Bowler
099135ad,Bowler,Aryan,Lakra,Aryan Lakra,Bowler,,Bowler
67521ed3,Unknown,Jan,Erasmus,Jannie Francois Erasmus,,,
5f2732f7,Wicketkeeper batter,Aryan,Juyal,Aryan Juyal,Wicketkeeper,,Wicketkeeper
23b195b5,Unknown,Ying,Zhou,Ying Zhou,,,
11149210,Unknown,Len,Darling,Leonard Stuart Darling,,,
f83b6e91,Bowler,Jason,Brown,Jason Fred Brown,Bowler,,Bowler
bc25ac13,Unknown,Lionel,Birkett,Lionel Sydney Birkett,,,
16f4cc7e,Unknown,Anders,Bulow,Anders Bulow,,,Allrounder
245a1fcc,Unknown,Ludwich,Schuld,Ludwich Schuld,,,Allrounder
722ca1f2,Unknown,Keshav,Kumar,Keshav Kumar,,,Allrounder
39ef812b,Middle-order batter,Shaheed,Keshvani,Shaheed Keshvani,Batter,,Batter
682c1791,Unknown,Leslie,Dcunha,Leslie Steven Dcunha,,,
21afb939,Batter,Shoaib,Khan,Shoaib Khan,Batter,,Batter
f6d9f548,Unknown,Samantha,Ketipe,Samantha Ketipe,,,
51080a1f,Unknown,Feiko,Kloppenburg,Jan Feiko Kloppenburg,,,Allrounder
8bebbcd4,Unknown,Kerry,Fraser,Kerry Fraser,,,Allrounder
31ce61ab,Bowler,Brian,Murphy,Brian Andrew Murphy,Bowler,,Bowler
0ebb3444,Bowling allrounder,Liam,Scott,Liam Scott,Allrounder,,Allrounder
c3be0137,Unknown,Ke,Tiansheng,Ke Tiansheng,,,
